"Var1","Var2"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Laundry","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Main_meal","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Dinner","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Breakfeast","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Tidying","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Dishes","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Shopping","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Official","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Driving","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Finances","Wife"
"Insurance","Wife"
"Insurance","Wife"
"Insurance","Wife"
"Insurance","Wife"
"Insurance","Wife"
"Insurance","Wife"
"Insurance","Wife"
"Insurance","Wife"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Laundry","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Main_meal","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Dinner","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Breakfeast","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Tidying","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Dishes","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Shopping","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Official","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Driving","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Finances","Alternating"
"Insurance","Alternating"
"Repairs","Alternating"
"Repairs","Alternating"
"Repairs","Alternating"
"Holidays","Alternating"
"Laundry","Husband"
"Laundry","Husband"
"Main_meal","Husband"
"Main_meal","Husband"
"Main_meal","Husband"
"Main_meal","Husband"
"Main_meal","Husband"
"Dinner","Husband"
"Dinner","Husband"
"Dinner","Husband"
"Dinner","Husband"
"Dinner","Husband"
"Dinner","Husband"
"Dinner","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Breakfeast","Husband"
"Tidying","Husband"
"Dishes","Husband"
"Dishes","Husband"
"Dishes","Husband"
"Dishes","Husband"
